original_name,authoritative_name,uni_id,uni_data_source,canonical_event_key,notes
University of Missouri,University of Missouri-Columbia,NA,NA,20151110_Columbia_FacultyWalkout_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20151021_Columbia_OtherForm_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20151101_IowaCity_Boycott_Anti-Racism,
University of Missouri,University of Missouri-Columbia,NA,NA,20151001_Columbia_March_AntiRacism,
University of Missouri,University of Missouri-Columbia,NA,NA,20151010_Columbia_Blockade_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20150929_Columbia_Petition/Rally_AbortionAccess,
University of Missouri,University of Missouri-Columbia,NA,NA,20151109_Columbia_OtherForm_FreeSpeech,
University of Missouri,University of Missouri-Columbia,NA,NA,20151109_Columbia_Rally_CampusClimate,
University of Missouri,University of Missouri-Columbia,NA,NA,20151102_Columbia_Occupation_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20151110_Columbia_FacultyWalkout_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20151021_Columbia_OtherForm_UniversityGovernance,
University of Missouri,University of Missouri-Columbia,NA,NA,20151101_IowaCity_Boycott_Anti-Racism,
University of Missouri,University of Missouri-Columbia,NA,NA,20151015_NewYorkCity_Sit-In_Labor,
University of Missouri,University of Missouri-Columbia,NA,NA,20151113_NewYorkCity_Rally_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151111_AnnArbor_March_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151114_AnnArbor_March_Economy,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151117_AnnArbor_Rally_ProPalestine,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151119_AnnArbor_Vigil_HateCrimes,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160120_AnnArbor_March_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160209_AnnArbor_March_SocialServices,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160405_AnnArbor_UnknownForm_HateSpeech,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160420_AnnArbor_Demonstration_FaithBasedDiscrimination,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151002_AnnArbor_Rally_Environmental,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20151202_AnnArbor_Vigil_AbortionAccess,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160118_AnnArbor_Rally_OtherIssue,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160206_AnnArbor_Rally_Feminism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160402_AnnArbor_Rally_OtherIssue,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160406_AnnArbor_March_SexualAssault,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160421_AnnArbor_Rally_Environmental,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160707_AnnArbor_Vigil_Policeviolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160709_AnnArbor_March_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160713_AnnArbor_March_Policeviolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160901_AnnArbor_Petition_Universitygovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160924_AnnArbor_Rally_PoliceViolance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160924_AnnArbor_SymbolicAction_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160926_AnnArbor_Rally_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160926_AnnArbor_Otherform_Policeviolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160926_AnnArbor_Disruption_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160927_AnnArbor_March_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161002_AnnArbor_Petition_Pro-Israel,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161002_AnnArbor_Rally_Pro-Palestine,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161010_AnnArbor_Rally_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161019_AnnArbor_Rally_Feminism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161024_AnnArbor_March_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160921_AnnArbor_OtherForm_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161109_AnnArbor_Vigil_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161112_AnnArbor_Rally_Faith-based,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161113_AnnArbor_March_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161113_AnnArbor_Petition_Otherissue,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161114_AnnArbor_Vigil_Faith-based,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161115_AnnArbor_March_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161116_AnnArbor_Walkout_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161118_AnnArbor_Rally_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20161113_AnnArbor_Walkout_Alt-right(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170116_AnnArbor_March_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170117_AnnArbor_March_Universitygovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170121_AnnArbor_March_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170127_AnnArbor_March_Indigenous,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170130_AnnArbor_March_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170209_AnnArbor_Sit-in_CampusClimate,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170201_AnnArbor_OtherForm_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170201_AnnArbor_Demonstration_Immigration(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170201_AnnArbor_Petition_Anti-racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170209_AnnArbor_Sit-in_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170217_AnnArbor_Sit-in_Anti-Racism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170217_AnnArbor_Petition_Universitygovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170217_AnnArbor_Universitygovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170218_AnnArbor_Rally_Environmental,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170218_AnnArbor_Rally_Abortion(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170218_AnnArbor_Disruption_Abortion(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170313_AnnArbor_Rally_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170325_AnnArbor_Rally_Trump(Against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170328_AnnArbor_Sit-in_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170406_AnnArbor_March_Sexualassault,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170410_AnnArbor_Sit-in_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170422_AnnArbor_March_Otherissue,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170308_AnnArbor_Strike_Feminism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160930_Virtual_Petition_CampusClimate,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20160930_Virtual-UniversityofMichigan_Petition_CampusClimate,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170222_Virtual_Petition_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170129_Detroit_Rally_Trump(against),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170813_AnnArbor_Rally_WhiteSupremacyAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170901_AnnArbor_Demonstration_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170919_AnnArbor_Demonstration_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170920_AnnArbor_Rally_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170924_AnnArbor_Blockade_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170925_AnnArbor_SymbolicDisplay_CampusClimate,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170926_AnnArbor_March_RacializedSymbols,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170926_AnnArbor_SitIn_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171007_AnnArbor_SymbolicDisplay_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171009_AnnArbor_March_IndigenousIssues,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171108_AnnArbor_Rally_ProIsrael,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171108_AnnArbor_Rally_Pro-Palestine,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171127_AnnArbor_Rally_AltRightAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171128_AnnArbor_Rally_FarRightAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171128_AnnArbor_OtherForm_FarRightAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171129_AnnArbor_Walkout_FarRightAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171129_AnnArbor_SitIn_AltRightAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171130_AnnArbor_Strike_WhiteSupremacyAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171101_AnnArbor_TrumpAgainst_Walkout,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171201_AnnArbor_Rally_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171201_AnnArbor_March_ImmigrationFor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171207_AnnArbor_Petition_WhiteSupremacyAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171207_AnnArbor_Petition_WhiteSupremacyAgainst_Alumni,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180119_AnnArbor_Disruption_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180205_AnnArbor_OtherForm_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180312_EastLansing_Demonstration_WhiteSupremacyAgainst,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180312_EastLansing_Rally_WhiteSupremacyFor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180316_AnnArbor_March_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180329_AnnArbor_Sit-In_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180420_AnnArbor_Occupation_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20180420_AnnArbor_OtherForm_Labor,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20170901_Virtual-UniversityofMichigan_Petition_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20171101_Virtual_Petition_HateSpeech,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20130918_AnnArbor_Demonstration_ProLife,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20130918_AnnArbor_Demonstration_ProChoice,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20130101_AnnArbor_March_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20131009_AnnArbor_Demonstration_AffirmativeAction(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20131119_AnnArbor_Demonstration_AffirmativeAction(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20131209_AnnArbor_March_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140120_AnnArbor_OtherForm_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140120_AnnArbor_March_AffirmativeAction(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140225_AnnArbor_March_SexualAssault,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140318_AnnArbor_Rally_Pro-Palestine,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140319_AnnArbor_Occupation_Pro-Palestine,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140415_AnnArbor_Rally_AffirmativeAction(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140424_AnnArbor_March_AffirmativeAction(For),
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20140929_AnnArbor_Rally_UniversityGovernance,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20141114_AnnArbor_Petition_AntiRacism,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20141125_AnnArbor_Vigil_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20141217_AnnArbor_SymbolicDisplay_PoliceViolence,
University of Michigan Ann Arbor,University of Michigan-Ann Arbor,NA,NA,20150326_ AnnArbor_Rally_Environmental,
Georgia State University in Atlanta,Georgia State University,NA,NA,20160202_Atlanta_SitIn_Immigration,
University of Wisconsin Green Bay,University of Wisconsin-Green Bay,NA,NA,20160406_GreenBay_Rally_Anti-Trump,
Depauw University,DePauw University,NA,NA,20151111_Greencastle_Rally_Anti-racism,
Depauw University,DePauw University,NA,NA,20150903_Greencastle_Rally_Hatespeech,
Depauw University,DePauw University,NA,NA,20150903_Greencastle_Rally_OtherIssue,
Depauw University,DePauw University,NA,NA,20150923_Greencastle_Rally_Otherissue,
Depauw University,DePauw University,NA,NA,20150923_Greencastle_Disruption_LGB+(For),
Depauw University,DePauw University,NA,NA,20150923_Greencastle_Disruption_Policeviolence,
Depauw University,DePauw University,NA,NA,20150930_Greencastle_Disruption_OtherIssue,
Depauw University,DePauw University,NA,NA,20160928_Greencastle_Disruption_CampusClimate,
Depauw University,DePauw University,NA,NA,20160928_Greencastle_OtherForm_LGB,
Depauw University,DePauw University,NA,NA,20161113_Greencastle_Petition_ImmigrationFor,
Depauw University,DePauw University,NA,NA,20161118_Greencastle_March_ImmigrationFor,
Depauw University,DePauw University,NA,NA,20180418_Greencastle_Disruption_CampusClimate,
Depauw University,DePauw University,NA,NA,20180427_Greencastle_Demonstration_LGB+,
Depauw University,DePauw University,NA,NA,20180508_Greencastle_OtherForm_CampusClimate,
Depauw University,DePauw University,NA,NA,20130925_Greencastle_March_SexualAssault,
"University of California, Berkeley",University of California-Berkeley,NA,NA,NA,
Harvard Law,Harvard University,NA,NA,20160215_Cambridge_Occupation_UniversityGovernance,
Harvard Law School,Harvard University,NA,NA,20151118_Cambridge_March_AntiRacism,
Harvard Law School,Harvard University,NA,NA,20160225_Cambridge_Disruption_UniversityGovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20151001_Austin_Rally_GunControl(Against),
University of Texas Austin,The University of Texas at Austin,NA,NA,20160130_Austin_March_PoliceViolence,
University of Texas Austin,The University of Texas at Austin,NA,NA,20160420_Austin_March_CampusClimate,
University of Texas Austin,The University of Texas at Austin,NA,NA,20160201_Austin_PropertyDamage_PoliceViolence,
University of Texas Austin,The University of Texas at Austin,NA,NA,20150923_Austin_Rally_Faith-BasedDiscrimination,
University of Texas Austin,The University of Texas at Austin,NA,NA,20151112_Austin_March_CampusClimate,
University of Texas Austin,The University of Texas at Austin,NA,NA,20160219_Austin_Rally_Faith-BasedDiscrimination,
University of Texas Austin,The University of Texas at Austin,NA,NA,20151001_Austin_Rally_GunControl(for),
University of Texas Austin,The University of Texas at Austin,NA,NA,20160824_Austin_Rally_GunControl,
University of Texas Austin,The University of Texas at Austin,NA,NA,20160924_Austin_Rally_Environmental,
University of Texas Austin,The University of Texas at Austin,NA,NA,20160928_Austin_Rally_Economy,
University of Texas Austin,The University of Texas at Austin,NA,NA,20161026_Austin_Otherform_Affirmative(Against),
University of Texas Austin,The University of Texas at Austin,NA,NA,20161026_Austin_Rally_Affirmative(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20161006_Austin_Symbolicdisplay_Universitygovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20161027_Austin_Petition_Affirmative(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20161117_Austin_March_Universitygovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20170120_Austin_Walkout_Trump(Against),
University of Texas Austin,The University of Texas at Austin,NA,NA,20170207_Austin_ Rally_Trump(Against),
University of Texas Austin,The University of Texas at Austin,NA,NA,20150930_Austin_Rally_Labour,
University of Texas Austin,The University of Texas at Austin,NA,NA,20151212_Austin_March_GunControl,
University of Texas Austin,The University of Texas at Austin,NA,NA,20170228_Austin_March_Immigration(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20170422_Austin_March_Trump(Against),
University of Texas Austin,The University of Texas at Austin,NA,NA,20170429_Austin_March_Environmental,
University of Texas Austin,The University of Texas at Austin,NA,NA,20170501_Austin_Rally_Immigration(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20170712_Austin_Disruption_AnimalRights,
University of Texas Austin,The University of Texas at Austin,NA,NA,20171104_Austin_Rally_WhiteSupremacyFor,
University of Texas Austin,The University of Texas at Austin,NA,NA,20171206_Austin_UnknownForm_Tuition,
University of Texas Austin,The University of Texas at Austin,NA,NA,20180201_Austin_Rally_Labor,
University of Texas Austin,The University of Texas at Austin,NA,NA,20180219_Austin_Vigil_GunControl,
University of Texas Austin,The University of Texas at Austin,NA,NA,20180302_Austin_March_OtherIssue,
University of Texas Austin,The University of Texas at Austin,NA,NA,20130612_Austin_Rally_LGB+(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20131120_Medford_Rally_Immigration(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20130828_Austin_Rally_CampusClimate,
University of Texas Austin,The University of Texas at Austin,NA,NA,20130829_Austin_Picketing_Labour,
University of Texas Austin,The University of Texas at Austin,NA,NA,20130901_Austin_Rally_Feminism,
University of Texas Austin,The University of Texas at Austin,NA,NA,20140131_Austin_March_UniversityGovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20140423_Austin_Occupation_UniversityGovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20140423_Austin_Rally_UniversityGovernance,
University of Texas Austin,The University of Texas at Austin,NA,NA,20140409_Austin_Occupation_Immigration(For),
University of Texas Austin,The University of Texas at Austin,NA,NA,20140411_Austin_March_Immigration(For),
Indiana University,Indiana University-Bloomington,NA,NA,20150918_Bloomington_March_PoliceViolence,
Indiana University,Indiana University-Bloomington,NA,NA,20160218_Bloomington_SymbolicDisplay_Anti-Racism,
Indiana University,Indiana University-Bloomington,NA,NA,20151212_Bloomington_March_CampusClimate,
Indiana University,Indiana University-Bloomington,NA,NA,20150910_Bloomington_March_SexualAssault,
Indiana University,Indiana University-Bloomington,NA,NA,20151024_Bloomington_Rally_Faith-BasedDiscrimination,
Indiana University,Indiana University-Bloomington,NA,NA,20160427_Bloomington_Rally_OtherIssue,
Indiana University,Indiana University-Bloomington,NA,NA,20150917_Bloomington_March_Environmental,
Indiana University,Indiana University-Bloomington,NA,NA,20151001_TerreHaute_March_SexualAssault,
Indiana University,Indiana University-Bloomington,NA,NA,20170129_Indianapolis_Rally_Trump(Against),
Indiana University,Indiana University-Bloomington,NA,NA,20170113_Bloomington_March_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20170123_Bloomington_March_Environmental,
Indiana University,Indiana University-Bloomington,NA,NA,20170129_Bloomington_Rally_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20171129_Bloomington_Walkout_OtherIssue,
Indiana University,Indiana University-Bloomington,NA,NA,20180302_Bloomington_Walkout_Issue,
Indiana University,Indiana University-Bloomington,NA,NA,20160923_Bloomington_Rally_AbortionAccess,
Indiana University,Indiana University-Bloomington,NA,NA,20161001_Bloomington_Rally_AntiRacism,
Indiana University,Indiana University-Bloomington,NA,NA,20161010_Bloomington_March_PoliceViolence,
Indiana University,Indiana University-Bloomington,NA,NA,20170411_Bloomington_Disruption_WhiteSupremacyAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20170405_Bloomington_March_ImmigrationFor,
Indiana University,Indiana University-Bloomington,NA,NA,20170307_Bloomington_March_ImmigrationFor,
Indiana University,Indiana University-Bloomington,NA,NA,20170205_Bloomington_Rally_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20170204_Bloomington_March_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20170131_Bloomington_Petition_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20161115_Bloomington_Demonstration_Environmental,
Indiana University,Indiana University-Bloomington,NA,NA,20161113_Bloomington_OtherForm_IndigenousIssues,
Indiana University,Indiana University-Bloomington,NA,NA,20161108_Bloomington_Rally_IndigenousIssues,
Indiana University,Indiana University-Bloomington,NA,NA,20161009_Bloomington_Rally_TrumpAgainst,
Indiana University,Indiana University-Bloomington,NA,NA,20161009_Bloomington_Petition_OtherIssue,
Indiana University,Indiana University-Bloomington,NA,NA,20161005_Bloomington_EconomyInequality,
Indiana University,Indiana University-Bloomington,NA,NA,20160901_Bloomington_March_UniversityGovernance,
Indiana University,Indiana University-Bloomington,NA,NA,20130311_Bloomington_Rally_Anti-Racism,
Indiana University,Indiana University-Bloomington,NA,NA,20130918_Bloomington_Rally_Labour,
Indiana University,Indiana University-Bloomington,NA,NA,20140421_Bloomington_March_SexualAssault,
Indiana University,Indiana University-Bloomington,NA,NA,20140421_Bloomington_OtherIssue,
Indiana University,Indiana University-Bloomington,NA,NA,20150330_Bloomington_SymbolicDisplay_GunOwnerRights,
University at Albany,SUNY at Albany,NA,NA,20160304_Albany_Walkout_Tuition,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20151117_Las Vegas_Anti-racism,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20160613_LasVegas_Vigil_LGB+(For),
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20170306_LasVegas_March_FaithBasedDiscrimination,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20170425_LasVegas_Rally_LGB+(Against),
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20170425_LasVegas_March_LGB+(For),
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20171130_LasVegas_PressConference_PoliceViolence,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20180420_LasVegas_March_GunControl,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20180314_LasVegas_March_GunControl,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20180314_LasVegas_GunOwnerRights,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20130613_LasVegas_Rally_AnimalRights,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20141201_LasVegas_SymbolicDisplay_PoliceViolence,
University of Nevada Las Vegas,University of Nevada-Las Vegas,NA,NA,20141205_LasVegas_SymbolicDisplay_PoliceViolence,
Carleton University,Carleton University,IAU-001997-1,glued,20140501_Toronto_OtherForm_UniversityGovernance,
Carleton University,Carleton University,IAU-001997-1,glued,20140310_Ottawa_Picketing_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20151016_Ottawa_Picket_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20160307_Ottawa_Rally_OtherIssue,
Carleton University,Carleton University,IAU-001997-1,glued,20160318_Ottawa_Disruption_UniversityGovernance,
Carleton University,Carleton University,IAU-001997-1,glued,20160321_Ottawa_OtherForm_Tuition,
Carleton University,Carleton University,IAU-001997-1,glued,20160321_Ottawa_Rally_Tuition,
Carleton University,Carleton University,IAU-001997-1,glued,20160401_Ottawa_Petition_Tuition,
Carleton University,Carleton University,IAU-001997-1,glued,20161101_Ottawa_Petition_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20161129_Ottawa_Rally_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20161201_Ottawa_Demonstration_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20170306_Ottawa_Strike_Labour,
Carleton University,Carleton University,IAU-001997-1,glued,20170301_Ottawa_Petition_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20170216_Ottawa_OtherForm_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20170302_Ottawa_Rally_SexualAssault,
Carleton University,Carleton University,IAU-001997-1,glued,20170901_Ottawa_Petition_OtherIssue,
Carleton University,Carleton University,IAU-001997-1,glued,20180109_Ottawa_Picket_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20180201_Ottawa_Petition_UniversityGovernance,
Carleton University,Carleton University,IAU-001997-1,glued,20180319_Ottawa_Walkout_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20180325_Ottawa_OtherForm_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20180327_Ottawa_Rally_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20180401_Ottawa_Petition_Otherissue,
Carleton University,Carleton University,IAU-001997-1,glued,20131003_Ottawa_Vigil_OtherIssue,
Carleton University,Carleton University,IAU-001997-1,glued,20131021_Ottawa_March_IndigenousIssues,
Carleton University,Carleton University,IAU-001997-1,glued,20131205_Ottawa_Occupation_UniversityGovernance,
Carleton University,Carleton University,IAU-001997-1,glued,20140205_Ottawa_Picketing_Labor,
Carleton University,Carleton University,IAU-001997-1,glued,20140307_Ottawa_Rally_Labor,
